block,,splite,,cos
91,4.789473684,5,2.5,0.650600049
40,2.105263158,4,2,0.902193709
502,26.42105263,22,11,0.588960065
72,3.789473684,3,1.5,0.60080612
20,1.052631579,2,1,0.975900073
60,3.157894737,5,2.5,0.865670291
40,2.105263158,4,2,0.846918407
27,1.421052632,3,1.5,0.936478767
52,2.736842105,4,2,0.838426612
50,2.631578947,4,2,0.785720354
54,2.842105263,5,2.5,0.842085709
448,23.57894737,19,9.5,0.886372776
92,4.842105263,8,4,0.570735417
130,6.842105263,4,2,0.543895513
21,1.105263158,2,1,0.941743312
117,6.157894737,8,4,0.441670596
21,1.105263158,2,1,0.912260295
20,1.052631579,2,1,0.975900073
46,2.421052632,4,2,0.831521841
197,10.36842105,31,15.5,0.736932156
29,1.526315789,3,1.5,0.779248943
20,1.052631579,2,1,0.975900073
72,3.789473684,3,1.5,0.546303217
19,1,2,1,0.936915978
30,1.578947368,2,1,0.903773601
29,1.526315789,3,1.5,0.92422248
24,1.263157895,2,1,0.451937058
46,2.421052632,2,1,0.789953147
105,5.526315789,8,4,0.958035913
77,4.052631579,6,3,0.945092822
124,6.526315789,8,4,0.910305586
172,9.052631579,10,5,0.9332833
89,4.684210526,3,1.5,0.891493744
89,4.684210526,3,1.5,0.887328562
25,1.315789474,2,1,0.738826544
96,5.052631579,3,1.5,0.344462388
38,2,3,1.5,0.966636117
40,2.105263158,3,1.5,0.950334619
53,2.789473684,4,2,0.729653593
40,2.105263158,3,1.5,0.950334619
26,1.368421053,2,1,0.94317299
56,2.947368421,3,1.5,0.936262411
38,2,2,1,0.836660027
74,3.894736842,2,1,0.822072729
89,4.684210526,5,2.5,0.824089783
95,5,3,1.5,0.383651924
70,3.684210526,3,1.5,0.730296743
37,1.947368421,2,1,0.75658599
30,1.578947368,4,2,0.9258201
25,1.315789474,3,1.5,0.93185537
35,1.842105263,4,2,0.936805042
247,13,12,6,0.568640562
79,4.157894737,3,1.5,0.537040052
51,2.684210526,3,1.5,0.955280402
61,3.210526316,3,1.5,0.858108123
24,1.263157895,2,1,0.903507903
49,2.578947368,3,1.5,0.841967222
48,2.526315789,3,1.5,0.934449504
60,3.157894737,3,1.5,0.87874955
50,2.631578947,5,2.5,0.896421457
23,1.210526316,3,1.5,0.662733496
40,2.105263158,3,1.5,0.937135527
48,2.526315789,3,1.5,0.905522416
36,1.894736842,3,1.5,0.956182887
36,1.894736842,3,1.5,0.956182887
36,1.894736842,3,1.5,0.956182887
37,1.947368421,3,1.5,0.966484817
36,1.894736842,3,1.5,0.956182887
36,1.894736842,3,1.5,0.956182887
35,1.842105263,3,1.5,0.969328281
28,1.473684211,2,1,0.937246698
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
19,1,2,1,0.957509998
22,1.157894737,2,1,0.908373743
47,2.473684211,2,1,0.877613961
20,1.052631579,2,1,0.975900073
48,2.526315789,8,4,0.789173059
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.927105069
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.947045094
20,1.052631579,2,1,0.975900073
176,9.263157895,8,4,0.872816565
20,1.052631579,2,1,0.975900073
19,1,2,1,0.957509998
23,1.210526316,2,1,0.946255523
54,2.842105263,5,2.5,0.598056818
21,1.105263158,2,1,0.917596048
85,4.473684211,4,2,0.257021506
28,1.473684211,3,1.5,0.783763813
22,1.157894737,2,1,0.9141741
61,3.210526316,5,2.5,0.593944172
48,2.526315789,2,1,0.859817256
35,1.842105263,2,1,0.866400225
36,1.894736842,2,1,0.918638179
118,6.210526316,6,3,0.83468343
70,3.684210526,2,1,0.647978222
104,5.473684211,3,1.5,0.859292075
61,3.210526316,3,1.5,0.931004336
81,4.263157895,4,2,0.809940947
153,8.052631579,4,2,0.810974071
33,1.736842105,3,1.5,0.960692027
35,1.842105263,4,2,0.929700912
27,1.421052632,3,1.5,0.920279077
102,5.368421053,3,1.5,0.377312247
24,1.263157895,2,1,0.90913729
22,1.157894737,2,1,0.956182887
49,2.578947368,2,1,0.742901318
54,2.842105263,3,1.5,0.890462056
20,1.052631579,2,1,0.92966968
17,0.894736842,2,1,0.971008312
16,0.842105263,2,1,0.95668077
22,1.157894737,2,1,0.927105069
17,0.894736842,2,1,0.912159324
32,1.684210526,2,1,0.833734239
34,1.789473684,2,1,0.812623617
34,1.789473684,2,1,0.812623617
34,1.789473684,3,1.5,0.812623617
34,1.789473684,3,1.5,0.812623617
34,1.789473684,2,1,0.812623617
36,1.894736842,2,1,0.75777543
20,1.052631579,2,1,0.975900073
74,3.894736842,3,1.5,0.83303396
20,1.052631579,2,1,0.975900073
25,1.315789474,2,1,0.927677313
20,1.052631579,2,1,0.975900073
171,9,6,3,0.729050633
63,3.315789474,6,3,0.840397916
28,1.473684211,5,2.5,0.84026976
47,2.473684211,5,2.5,0.834459757
65,3.421052632,6,3,0.771220507
203,10.68421053,9,4.5,0.745191727
297,15.63157895,11,5.5,0.69591337
562,29.57894737,13,6.5,0.584488003
27,1.421052632,2,1,0.869856452
49,2.578947368,3,1.5,0.93805999
21,1.105263158,2,1,0.97043119
21,1.105263158,2,1,0.97043119
39,2.052631579,3,1.5,0.828226108
31,1.631578947,3,1.5,0.682049226
79,4.157894737,2,1,0.763802824
130,6.842105263,15,7.5,0.70697797
24,1.263157895,2,1,0.920087412
28,1.473684211,2,1,0.885253336
46,2.421052632,3,1.5,0.935931599
23,1.210526316,3,1.5,0.828571429
52,2.736842105,5,2.5,0.86392045
71,3.736842105,5,2.5,0.657948516
42,2.210526316,2,1,0.79001186
35,1.842105263,3,1.5,0.891996156
45,2.368421053,2,1,0.554864456
33,1.736842105,4,2,0.702655653
23,1.210526316,2,1,0.866100381
30,1.578947368,2,1,0.866283111
22,1.157894737,2,1,0.873862898
31,1.631578947,3,1.5,0.789474201
59,3.105263158,5,2.5,0.850748348
25,1.315789474,2,1,0.936050467
55,2.894736842,4,2,0.874812759
29,1.526315789,2,1,0.842531397
4,0.210526316,2,1,0.591607978
83,4.368421053,4,2,0.570416894
21,1.105263158,2,1,0.875754976
23,1.210526316,2,1,0.89535262
21,1.105263158,2,1,0.965890577
184,9.684210526,9,4.5,0.580541106
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
40,2.105263158,3,1.5,0.722380014
16,0.842105263,2,1,0.931588505
25,1.315789474,3,1.5,0.90152496
75,3.947368421,4,2,0.71701304
105,5.526315789,7,3.5,0.35489136
51,2.684210526,2,1,0.788810638
30,1.578947368,2,1,0.856672074
24,1.263157895,2,1,0.920087412
88,4.631578947,3,1.5,0.461004502
56,2.947368421,5,2.5,0.757684881
46,2.421052632,4,2,0.79550181
113,5.947368421,7,3.5,0.7303838
29,1.526315789,3,1.5,0.958694303
29,1.526315789,5,2.5,0.973247597
35,1.842105263,3,1.5,0.938683212
75,3.947368421,2,1,0.727742907
28,1.473684211,3,1.5,0.908688223
57,3,5,2.5,0.747943104
49,2.578947368,3,1.5,0.816094267
2310,121.5789474,101,50.5,0.797869406
73,3.842105263,3,1.5,0.787596148
20,1.052631579,2,1,0.975900073
54,2.842105263,3,1.5,0.863459768
22,1.157894737,2,1,0.937614462
20,1.052631579,2,1,0.975900073
25,1.315789474,2,1,0.951945093
39,2.052631579,3,1.5,0.8302039
40,2.105263158,2,1,0.838598088
42,2.210526316,3,1.5,0.923093083
28,1.473684211,2,1,0.926012959
20,1.052631579,2,1,0.975900073
45,2.368421053,4,2,0.925185759
95,5,8,4,0.811753907
20,1.052631579,2,1,0.975900073
21,1.105263158,2,1,0.92872692
46,2.421052632,4,2,0.840874965
36,1.894736842,2,1,0.883283916
40,2.105263158,2,1,0.881557064
36,1.894736842,2,1,0.883283916
55,2.894736842,2,1,0.822573613
143,7.526315789,5,2.5,0.830539534
42,2.210526316,2,1,0.884469171
28,1.473684211,2,1,0.903696114
33,1.736842105,2,1,0.878310066
56,2.947368421,2,1,0.797527692
39,2.052631579,2,1,0.874581399
25,1.315789474,2,1,0.949611106
36,1.894736842,2,1,0.883283916
34,1.789473684,2,1,0.880406274
30,1.578947368,2,1,0.902975017
39,2.052631579,2,1,0.825332134
29,1.526315789,2,1,0.916698497
44,2.315789474,4,2,0.869411051
41,2.157894737,4,2,0.916850582
90,4.736842105,4,2,0.869656553
33,1.736842105,2,1,0.88741942
35,1.842105263,2,1,0.912421128
44,2.315789474,3,1.5,0.892960676
36,1.894736842,3,1.5,0.902193709
42,2.210526316,4,2,0.839825055
38,2,4,2,0.847184466
39,2.052631579,3,1.5,0.819920062
55,2.894736842,3,1.5,0.844605599
24,1.263157895,2,1,0.956182887
33,1.736842105,3,1.5,0.92198646
24,1.263157895,2,1,0.956182887
35,1.842105263,2,1,0.876877577
29,1.526315789,2,1,0.923760431
41,2.157894737,2,1,0.863279997
42,2.210526316,2,1,0.876912464
41,2.157894737,2,1,0.861028901
40,2.105263158,2,1,0.865876333
30,1.578947368,2,1,0.918072515
65,3.421052632,8,4,0.874983694
40,2.105263158,2,1,0.845736919
30,1.578947368,2,1,0.91637959
38,2,6,3,0.878310066
33,1.736842105,4,2,0.882683655
91,4.789473684,3,1.5,0.599583767
30,1.578947368,3,1.5,0.878455277
38,2,2,1,0.897200615
28,1.473684211,2,1,0.930680081
31,1.631578947,2,1,0.917568618
29,1.526315789,3,1.5,0.923760431
28,1.473684211,2,1,0.928190962
44,2.315789474,2,1,0.866111315
32,1.684210526,2,1,0.901497872
24,1.263157895,2,1,0.956182887
31,1.631578947,2,1,0.915086432
30,1.578947368,2,1,0.91025899
24,1.263157895,2,1,0.956182887
48,2.526315789,2,1,0.836225811
34,1.789473684,2,1,0.912159324
67,3.526315789,3,1.5,0.759708164
34,1.789473684,3,1.5,0.910389765
30,1.578947368,2,1,0.878455277
43,2.263157895,2,1,0.787562609
34,1.789473684,2,1,0.880406274
31,1.631578947,2,1,0.903681638
39,2.052631579,2,1,0.912143763
29,1.526315789,3,1.5,0.923760431
28,1.473684211,2,1,0.928190962
39,2.052631579,2,1,0.860916065
31,1.631578947,2,1,0.914206929
33,1.736842105,3,1.5,0.89838388
30,1.578947368,2,1,0.919392745
31,1.631578947,2,1,0.929970279
25,1.315789474,2,1,0.949611106
36,1.894736842,2,1,0.89532516
69,3.631578947,6,3,0.852339482
26,1.368421053,2,1,0.899531828
45,2.368421053,2,1,0.867466732
48,2.526315789,3,1.5,0.86392045
29,1.526315789,2,1,0.923760431
27,1.421052632,2,1,0.874803
36,1.894736842,4,2,0.778027555
25,1.315789474,2,1,0.943456353
45,2.368421053,3,1.5,0.788763839
61,3.210526316,6,3,0.353888009
35,1.842105263,3,1.5,0.760695397
153,8.052631579,9,4.5,0.524300997
19,1,2,1,0.735612358
29,1.526315789,5,2.5,0.842531397
34,1.789473684,2,1,0.880406274
35,1.842105263,2,1,0.94776809
39,2.052631579,2,1,0.960579647
27,1.421052632,2,1,0.907264709
27,1.421052632,2,1,0.907264709
23,1.210526316,2,1,0.946255523
277,14.57894737,13,6.5,0.613719379
32,1.684210526,2,1,0.839985067
90,4.736842105,9,4.5,0.891824424
157,8.263157895,9,4.5,0.191944945
26,1.368421053,2,1,0.872871561
80,4.210526316,3,1.5,0.580411127
30,1.578947368,2,1,0.944911183
187,9.842105263,8,4,0.870753381
203,10.68421053,8,4,0.817606901
23,1.210526316,3,1.5,0.946255523
20,1.052631579,2,1,0.975900073
190,10,7,3.5,0.312308273
65,3.421052632,3,1.5,0.87938605
137,7.210526316,3,1.5,0.635516567
34,1.789473684,3,1.5,0.87489914
65,3.421052632,4,2,0.897948497
51,2.684210526,5,2.5,0.861105712
52,2.736842105,4,2,0.805467162
67,3.526315789,4,2,0.619738808
69,3.631578947,16,8,0.717394823
47,2.473684211,4,2,0.758299874
51,2.684210526,4,2,0.857053427
46,2.421052632,5,2.5,0.739234616
93,4.894736842,8,4,0.596654488
60,3.157894737,3,1.5,0.820703614
42,2.210526316,5,2.5,0.861443522
252,13.26315789,8,4,0.425228588
58,3.052631579,2,1,0.50276205
79,4.157894737,2,1,0.602631729
178,9.368421053,13,6.5,0.52169574
36,1.894736842,3,1.5,0.806779311
124,6.526315789,2,1,0.453432472
20,1.052631579,2,1,0.975900073
51,2.684210526,5,2.5,0.827505805
41,2.157894737,2,1,0.614343017
25,1.315789474,2,1,0.949611106
17,0.894736842,2,1,0.637535578
135,7.105263158,6,3,0.636043396
36,1.894736842,4,2,0.904324166
22,1.157894737,2,1,0.956182887
79,4.157894737,3,1.5,0.601408566
73,3.842105263,3,1.5,0.730731314
27,1.421052632,3,1.5,0.924616954
37,1.947368421,2,1,0.776812181
35,1.842105263,4,2,0.824786099
103,5.421052632,13,6.5,0.408647555
55,2.894736842,3,1.5,0.766727931
71,3.736842105,6,3,0.838095238
49,2.578947368,2,1,0.774109041
61,3.210526316,2,1,0.461642411
39,2.052631579,2,1,0.861758998
68,3.578947368,3,1.5,0.82825117
47,2.473684211,3,1.5,0.887153523
41,2.157894737,3,1.5,0.883632198
51,2.684210526,3,1.5,0.839530375
47,2.473684211,4,2,0.929956323
61,3.210526316,3,1.5,0.5748238
49,2.578947368,2,1,0.635496866
74,3.894736842,3,1.5,0.6036281
41,2.157894737,2,1,0.702513473
32,1.684210526,2,1,0.812623617
45,2.368421053,5,2.5,0.788492847
28,1.473684211,2,1,0.887411967
31,1.631578947,2,1,0.872016675
32,1.684210526,3,1.5,0.853563957
0,0,0,0,0
119,6.263157895,7,3.5,0.629165578
33,1.736842105,3,1.5,0.845154255
41,2.157894737,3,1.5,0.815085399
35,1.842105263,3,1.5,0.851734442
35,1.842105263,5,2.5,0.874581399
21,1.105263158,2,1,0.941743312
98,5.157894737,5,2.5,0.803029055
246,12.94736842,15,7.5,0.257045562
39,2.052631579,2,1,0.937587205
51,2.684210526,2,1,0.848935724
20,1.052631579,2,1,0.975900073
34,1.789473684,2,1,0.743735744
91,4.789473684,3,1.5,0.54078023
70,3.684210526,3,1.5,0.633090492
36,1.894736842,2,1,0.702764221
26,1.368421053,3,1.5,0.915475416
92,4.842105263,14,7,0.838653068
56,2.947368421,4,2,0.902712211
46,2.421052632,3,1.5,0.878310066
44,2.315789474,3,1.5,0.833655022
46,2.421052632,3,1.5,0.878310066
22,1.157894737,3,1.5,0.98008746
25,1.315789474,2,1,0.949611106
22,1.157894737,2,1,0.956182887
22,1.157894737,2,1,0.932278315
23,1.210526316,2,1,0.923093083
64,3.368421053,4,2,0.778731683
25,1.315789474,2,1,0.897828067
23,1.210526316,2,1,0.946255523
21,1.105263158,2,1,0.965890577
34,1.789473684,2,1,0.850420064
30,1.578947368,2,1,0.910399105
78,4.105263158,7,3.5,0.694843782
55,2.894736842,3,1.5,0.568594961
55,2.894736842,3,1.5,0.493760929
55,2.894736842,3,1.5,0.568594961
32,1.684210526,2,1,0.897085227
50,2.631578947,3,1.5,0.751729607
34,1.789473684,3,1.5,0.829925003
26,1.368421053,3,1.5,0.94454534
95,5,5,2.5,0.604923113
71,3.736842105,4,2,0.685687152
75,3.947368421,4,2,0.696442538
71,3.736842105,4,2,0.685687152
64,3.368421053,7,3.5,0.703661788
18,0.947368421,3,1.5,0.956622209
21,1.105263158,2,1,0.920264335
20,1.052631579,2,1,0.957841489
35,1.842105263,2,1,0.857777543
27,1.421052632,2,1,0.893448784
213,11.21052632,9,4.5,0.208264438
218,11.47368421,10,5,0.278354293
199,10.47368421,9,4.5,0.195897
37,1.947368421,3,1.5,0.803872614
265,13.94736842,11,5.5,0.284408917
68,3.578947368,4,2,0.866705373
139,7.315789474,2,1,0.19021916
130,6.842105263,2,1,0.175015618
142,7.473684211,2,1,0.194142951
147,7.736842105,2,1,0.222236385
920,48.42105263,52,26,0.604210578
140,7.368421053,10,5,0.890334285
209,11,11,5.5,0.723136252
209,11,10,5,0.723136252
138,7.263157895,10,5,0.897927864
410,21.57894737,26,13,0.90286562
37,1.947368421,2,1,0.807772924
65,3.421052632,3,1.5,0.570877224
27,1.421052632,2,1,0.862948927
29,1.526315789,3,1.5,0.809039835
33,1.736842105,2,1,0.600686892
63,3.315789474,4,2,0.873332927
132,6.947368421,4,2,0.340150672
25,1.315789474,4,2,0.893448784
18,0.947368421,2,1,0.957841489
557,29.31578947,29,14.5,0.384966341
23,1.210526316,2,1,0.887604611
19,1,2,1,0.944809024
18,0.947368421,2,1,0.957841489
35,1.842105263,4,2,0.659557512
26,1.368421053,2,1,0.845154255
26,1.368421053,2,1,0.845154255
45,2.368421053,3,1.5,0.78276116
18,0.947368421,2,1,0.957841489
23,1.210526316,2,1,0.876416746
20,1.052631579,18,9,0.932294445
47,2.473684211,3,1.5,0.81461308
21,1.105263158,2,1,0.917596048
27,1.421052632,2,1,0.836225811
30,1.578947368,3,1.5,0.808122036
18,0.947368421,2,1,0.957841489
153,8.052631579,4,2,0.26182655
70,3.684210526,5,2.5,0.86002725
18,0.947368421,2,1,0.957841489
2317,121.9473684,130,65,0.351476433
24,1.263157895,2,1,0.829515062
70,3.684210526,3,1.5,0.421055008
41,2.157894737,2,1,0.835439515
38,2,3,1.5,0.891972688
42,2.210526316,3,1.5,0.92594453
131,6.894736842,2,1,0.405814487
33,1.736842105,2,1,0.652392339
90,4.736842105,2,1,0.418678577
48,2.526315789,2,1,0.739605486
30,1.578947368,6,3,0.836841653
44,2.315789474,3,1.5,0.89942403
67,3.526315789,3,1.5,0.773213135
63,3.315789474,4,2,0.748851314
24,1.263157895,2,1,0.932183199
32,1.684210526,3,1.5,0.810643483
34,1.789473684,3,1.5,0.789706505
87,4.578947368,6,3,0.674124771
36,1.894736842,3,1.5,0.7002248
17,0.894736842,2,1,0.971008312
14,0.736842105,2,1,0.406578556
39,2.052631579,4,2,0.637251122
149,7.842105263,5,2.5,0.606631903
35,1.842105263,3,1.5,0.899218915
22,1.157894737,2,1,0.962140471
54,2.842105263,2,1,0.820516151
36,1.894736842,3,1.5,0.881917104
44,2.315789474,5,2.5,0.888892496
19,1,2,1,1
63,3.315789474,4,2,0.930949336
65,3.421052632,4,2,0.910488911
66,3.473684211,4,2,0.916341934
45,2.368421053,3,1.5,0.915634229
43,2.263157895,3,1.5,0.937351893
82,4.315789474,4,2,0.886717809
66,3.473684211,4,2,0.916341934
65,3.421052632,4,2,0.910488911
1040,54.73684211,21,10.5,0.435043607
132,6.947368421,2,1,0.705533683
24,1.263157895,2,1,0.917364945
28,1.473684211,2,1,0.976087728
21,1.105263158,2,1,0.974397532
