block,cos
1.498614958,0.566052082
0.058171745,0.944809024
0.141274238,0.763223966
0.060941828,0.966091783
0.257617729,0.385814197
0.094182825,0.898756905
0.146814404,0.736897933
0.146814404,0.736897933
0.132963989,0.811997943
0.152354571,0.69849107
0.310249307,0.679874071
0.135734072,0.809407831
0.074792244,0.971700407
0.293628809,0.335268596
0.908587257,0.665005492
0.271468144,0.773356079
0.271468144,0.773356079
0.066481994,0.866400225
0.127423823,0.966963786
0.049861496,0.985610761
0.102493075,0.929701962
0.157894737,0.815810161
0.058171745,0.920264335
0.013850416,0.377964473
0.066481994,0.932278315
0.049861496,0.985610761
0.072022161,0.813157113
0.060941828,0.947045094
0.279778393,0.367853015
0.055401662,0.957841489
0.318559557,0.57114587
0.049861496,0.985610761
0.049861496,0.985610761
0.049861496,0.985610761
0.088642659,0.975900073
0.055401662,0.908688223
0.052631579,0.971428571
0.052631579,0.971428571
0.072022161,0.858332508
0.077562327,0.858332508
0.074792244,0.936050467
0.049861496,0.956622209
0.060941828,0.908688223
0.185595568,0.80037729
0.022160665,0.676123404
0.398891967,0.364806526
0.049861496,0.985610761
0.049861496,0.985610761
0.085872576,0.887978461
0.088642659,0.975900073
0.119113573,0.733216324
0.149584488,0.616802209
0.16066482,0.598056818
0.058171745,0.944809024
0.058171745,0.944809024
0.049861496,0.985610761
0.077562327,0.843403847
0.407202216,0.91696152
0.049861496,0.985610761
0.127423823,0.966963786
0.049861496,0.985610761
0.049861496,0.985610761
0.049861496,0.985610761
0.049861496,0.985610761
0.063711911,0.912260295
0.063711911,0.912260295
0.077562327,0.894669157
0.052631579,0.971428571
2.288088643,0.30122829
0.049861496,0.985610761
0.055401662,0.704295212
0.058171745,0.923093083
0.157894737,0.447507912
0.157894737,0.447507912
0.121883657,0.581526699
0,0
0.091412742,0.971413152
0.060941828,0.956182887
0.049861496,0.985610761
0.11634349,0.922009004
0.049861496,0.985610761
0.049861496,0.985610761
0.060941828,0.935414347
0.146814404,0.772713941
0.074792244,0.866100381
0.049861496,0.985610761
0.052631579,0.976732803
0.055401662,0.991117009
0.069252078,0.82841687
0.069252078,0.82841687
0.055401662,0.986013297
0.049861496,0.985610761
0.088642659,0.975900073
0.058171745,0.965890577
0.083102493,0.793039447
0.088642659,0.893126205
0.049861496,0.985610761
0.055401662,0.31887407
0.072022161,0.897085227
0.049861496,0.985610761
0.083102493,0.72274494
0.146814404,0.581018431
0.155124654,0.808721904
0.058171745,0.944809024
0.049861496,0.985610761
0.12465374,0.774751635
0.058171745,0.944809024
0.105263158,0.963741763
0.060941828,0.908688223
0.171745152,0.860916065
0.193905817,0.7701854
0.049861496,0.985610761
0.060941828,0.908688223
0.249307479,0.674815785
0.110803324,0.927970672
0.049861496,0.985610761
0.415512465,0.32713274
0.177285319,0.731925055
0.157894737,0.840245282
1.105263158,0.857016324
0.094182825,0.983104016
0.052631579,0.971428571
0.747922438,0.942932943
0.102493075,0.529442046
0.185595568,0.558604085
0.049861496,0.80237742
0.177285319,0.608480019
0.049861496,0.985610761
0.088642659,0.975900073
0.049861496,0.985610761
0.049861496,0.985610761
0.049861496,0.985610761
0.055401662,0.957841489
0.066481994,0.878310066
0.113573407,0.819634822
0.257617729,0.580454325
0.141274238,0.958905768
0.141274238,0.958905768
0.099722992,0.941647231
0.141274238,0.73401329
0.049861496,0.985610761
0.074792244,0.905354101
0.049861496,0.985610761
0.066481994,0.948683298
0.049861496,0.957841489
0.04432133,0.95668077
0.049861496,0.985610761
0.235457064,0.725340497
0.060941828,0.935414347
0.520775623,0.60066591
