block,cos
15.73684211,0.64409423
2.052631579,0.659958754
89.57894737,0.667923171
6.157894737,0.663274944
3.157894737,0.760600024
4.421052632,0.912522562
1.894736842,0.879833588
1.894736842,0.845316769
1.315789474,0.838293244
6.157894737,0.663274944
5.157894737,0.672735723
2.684210526,0.769701723
28.47368421,0.566052082
4.526315789,0.712492719
9.473684211,0.6733753
6.684210526,0.445724589
1.157894737,0.956182887
1.631578947,0.817662173
6.684210526,0.681739638
6.421052632,0.691735347
1.526315789,0.800760762
7.210526316,0.644222906
6.526315789,0.849687799
5.842105263,0.682884638
29.05263158,0.569230585
7.263157895,0.680743486
1.578947368,0.868731188
6.947368421,0.723138418
5.315789474,0.483585266
6.526315789,0.694100762
6.526315789,0.696682991
5,0.62476169
6.421052632,0.691735347
1.315789474,0.789417882
1.684210526,0.891901744
3.052631579,0.633114683
3.263157895,0.839479661
2.157894737,0.96797766
6.421052632,0.691735347
28.47368421,0.566052082
5.736842105,0.633074071
28.47368421,0.566052082
4,0.828124552
1.157894737,0.902707567
2,0.863220662
19.68421053,0.690542806
1,0.971428571
3.421052632,0.708239987
10.47368421,0.554788622
29.52631579,0.528730586
28.47368421,0.566052082
2,0.838055883
6,0.639791206
28.47368421,0.566052082
31.10526316,0.568191908
27.73684211,0.562348475
1.315789474,0.930613859
0.947368421,0.822612746
27.42105263,0.550912462
28.47368421,0.566052082
28.47368421,0.566052082
1.421052632,0.820516151
28.89473684,0.573990142
2.894736842,0.924945092
3.263157895,0.677296212
1.578947368,0.942908071
4.894736842,0.385814197
4.894736842,0.385814197
1.684210526,0.950871098
6.578947368,0.67087847
6.421052632,0.691735347
28.47368421,0.566052082
29.89473684,0.572699739
1.894736842,0.941647231
29.26315789,0.51253387
2.421052632,0.786674738
2.684210526,0.613835563
1.526315789,0.830539534
3.263157895,0.752523843
1.052631579,0.957841489
1.052631579,0.957841489
1.421052632,0.820516151
1.894736842,0.786617764
6.421052632,0.691735347
0.842105263,0.956182887
0.842105263,0.956182887
4.894736842,0.385814197
28.47368421,0.566052082
53,0.526693851
0.947368421,0.985610761
0.947368421,0.985610761
10.89473684,0.46056875
0.473684211,0.560611911
28.47368421,0.566052082
28.47368421,0.566052082
1.157894737,0.908688223
1.421052632,0.820516151
1.421052632,0.820516151
6.315789474,0.760859753
3.157894737,0.952517786
2.894736842,0.540676268
6.421052632,0.691735347
2.210526316,0.62417494
6.421052632,0.691735347
3,0.840245282
1.842105263,0.652857635
0.947368421,0.956622209
1.210526316,0.957268842
0.842105263,0.9258201
3.315789474,0.708577677
3.157894737,0.952517786
1.473684211,0.884469171
1.789473684,0.898756905
1.789473684,0.898756905
2.210526316,0.823885841
28.47368421,0.566052082
1.315789474,0.905508747
27.63157895,0.551750917
28.89473684,0.577448483
2.526315789,0.774724734
28.78947368,0.580701687
5.368421053,0.506752199
6.421052632,0.691735347
1.473684211,0.887411967
28.47368421,0.566052082
6.421052632,0.691735347
6.421052632,0.691735347
1.052631579,0.975900073
2,0.614688999
1.736842105,0.960692027
2.263157895,0.660756963
1.157894737,0.922122855
4.631578947,0.480932096
1.421052632,0.908617826
1.368421053,0.866400225
6.421052632,0.691735347
2.842105263,0.418709279
1.473684211,0.758426057
1.368421053,0.9260956
1.473684211,0.922138892
3.578947368,0.64180686
1.105263158,0.944809024
1.789473684,0.805626929
1.210526316,0.770207984
0.210526316,0.591607978
1.894736842,0.610197038
1.736842105,0.901497872
3.842105263,0.763360629
0.947368421,0.985610761
7.736842105,0.480765853
6.631578947,0.495609723
8.421052632,0.605318881
1.263157895,0.9141741
1.526315789,0.817662173
7,0.665434621
12.84210526,0.770514129
0.947368421,0.896421457
1.578947368,0.782074301
2.157894737,0.859423096
1.473684211,0.812755454
1.052631579,0.957841489
1.421052632,0.820516151
1.789473684,0.958314847
1,0.971428571
1.578947368,0.924012658
2.421052632,0.966963786
1.052631579,0.957841489
1.526315789,0.43465076
2.210526316,0.967083483
1.421052632,0.820516151
2.368421053,0.725811767
1,0.971428571
5.263157895,0.425521808
2.684210526,0.930949336
2.263157895,0.800123143
3.052631579,0.805992593
2.736842105,0.821161537
2.473684211,0.662241362
3.157894737,0.692889052
1.105263158,0.944809024
2.105263158,0.954763446
1.105263158,0.944809024
2.315789474,0.762770071
1.368421053,0.812755454
2.947368421,0.937809778
3.157894737,0.845154255
2.947368421,0.937809778
2.315789474,0.762770071
2.052631579,0.79427041
2.736842105,0.583211844
1.105263158,0.944809024
1.105263158,0.944809024
3.157894737,0.934353184
2.421052632,0.760921626
3.421052632,0.910522402
6.684210526,0.703866365
1.947368421,0.899218915
1.736842105,0.874271837
2.578947368,0.845888852
3.157894737,0.934353184
2.894736842,0.941177208
1.736842105,0.883388465
2,0.870288801
3,0.929153124
2.894736842,0.941177208
3.421052632,0.746765832
28.47368421,0.566052082
2.947368421,0.903874116
1.526315789,0.894427191
1.526315789,0.867317016
1.421052632,0.843308266
3.578947368,0.877317737
4.315789474,0.845195683
0.947368421,0.985610761
1.105263158,0.944809024
22.68421053,0.693975725
1.052631579,0.932294445
1.736842105,0.692820323
1.157894737,0.908688223
1.473684211,0.845154255
10.63157895,0.421357671
2,0.95668077
13.57894737,0.67909231
5.421052632,0.911567653
0.947368421,0.985610761
2.894736842,0.82481591
2,0.751286554
1.736842105,0.80951096
0.421052632,0.657375735
8.947368421,0.790062048
2.631578947,0.94454534
1.789473684,0.958314847
4.631578947,0.775356112
0.210526316,0.591607978
2.789473684,0.835108905
2,0.897085227
6,0.715078197
2.894736842,0.799687683
1.263157895,0.948683298
1.052631579,0.932294445
1.105263158,0.944809024
1.315789474,0.905508747
3.947368421,0.785257419
12.36842105,0.736891772
0.947368421,0.985610761
1,0.971428571
1.421052632,0.820516151
2,0.9258201
2.526315789,0.813157113
1,0.971428571
1.473684211,0.807406194
1.105263158,0.944809024
2,0.956622209
1.368421053,0.915475416
1.368421053,0.957087935
1.052631579,0.986013297
1.105263158,0.944809024
1.210526316,0.941743312
1.578947368,0.848528137
0.947368421,0.985610761
27.36842105,0.571965392
2.526315789,0.901611461
1.105263158,0.944809024
6.789473684,0.906878656
1.052631579,0.957841489
1.157894737,0.942847304
1.105263158,0.953747635
2.631578947,0.893448784
2.631578947,0.893448784
1.421052632,0.820516151
0.947368421,0.985610761
2.631578947,0.893448784
2.631578947,0.893448784
2.631578947,0.893448784
2.631578947,0.893448784
2.631578947,0.893448784
6.526315789,0.504300064
2.631578947,0.893448784
2.631578947,0.893448784
2.315789474,0.836660027
1.210526316,0.649936599
1.421052632,0.820516151
2.947368421,0.640894602
3.526315789,0.546684841
12.15789474,0.401399117
1.105263158,0.944809024
1.421052632,0.820516151
2.210526316,0.946585212
4.894736842,0.385814197
1,0.976732803
1,0.976732803
1,0.976732803
1,0.971428571
1.526315789,0.791342588
2,0.9258201
1.421052632,0.820516151
25.05263158,0.147204572
1.421052632,0.820516151
1.421052632,0.820516151
4.526315789,0.893772812
1.421052632,0.820516151
4.947368421,0.718736136
1.578947368,0.799014171
5.315789474,0.367853015
1.052631579,0.957841489
1.631578947,0.897828067
1,0.971428571
1.157894737,0.966091783
1,0.976732803
1.947368421,0.929733351
4.631578947,0.723719563
1.052631579,0.957841489
4,0.394958068
1.736842105,0.842531397
1.052631579,0.957841489
1.105263158,0.944809024
1.105263158,0.944809024
4.894736842,0.385814197
1.421052632,0.844045128
2.578947368,0.798159868
2.578947368,0.798159868
0.894736842,0.941123948
2,0.817807755
3.947368421,0.523437312
1.473684211,0.813157113
0.947368421,0.985610761
1,0.971428571
0.947368421,0.985610761
1.157894737,0.956182887
1.105263158,0.944809024
0.947368421,0.985610761
0.947368421,0.985610761
0.947368421,0.985610761
2,0.81456762
3.315789474,0.911627772
2.894736842,0.800079361
9.052631579,0.575001872
1.157894737,0.932294445
2,0.87650098
1.368421053,0.936281676
1.315789474,0.943456353
5.263157895,0.80483649
1.631578947,0.934353184
1.315789474,0.77911858
3.842105263,0.856099443
3.842105263,0.740450997
1.421052632,0.936050467
2.315789474,0.821719669
13.26315789,0.783342721
1.421052632,0.838293244
3.052631579,0.693687976
1.631578947,0.793320741
4,0.795192321
3.526315789,0.736575299
6.894736842,0.797879997
3.526315789,0.756875238
33.89473684,0.735424345
7.315789474,0.821138461
6.263157895,0.914252419
7.157894737,0.77053433
3.210526316,0.850486511
2,0.948683298
