block,splite,cos
789,28,0.9448152376317718
789,28,0.9448152376317718
789,28,0.9448152376317718
952,34,0.9452901557752317
789,28,0.9448152376317718
789,28,0.9448152376317718
789,29,0.9448152376317718
28,2,0.12377434153896935
780,29,0.9445645710454762
789,28,0.9448152376317718
790,29,0.9447205832269695
790,29,0.9447205832269695
790,29,0.9447205832269695
790,29,0.9447205832269695
790,29,0.9447205832269695
789,28,0.9448152376317718
916,38,0.9229449271758551
893,37,0.9258635906693894
905,38,0.9255732526373491
1412,35,0.9283958866024722
1414,35,0.9280825582791843
789,28,0.9448152376317718
789,28,0.9448152376317718
909,30,0.9393392829087902
789,28,0.9448152376317718
789,28,0.9448152376317718
789,28,0.9448152376317718
770,28,0.9479095246880861
1136,37,0.9504672207639835
921,31,0.9489253919098357
1281,35,0.9742237122018967
1281,35,0.9742237122018967
1281,35,0.9739522469741275
845,30,0.9428342712547723
845,30,0.9428342712547723
845,30,0.9428342712547723
845,30,0.9428342712547723
844,30,0.942464127611349
845,30,0.9428342712547723
897,32,0.9400860402669352
1148,34,0.9642272005169568
845,30,0.9428342712547723
834,30,0.9435505407406114
845,30,0.9428342712547723
845,30,0.9428342712547723
845,30,0.9428342712547723
1256,35,0.9514553310641302
855,30,0.9422653265379937
1315,37,0.9737216706183401
1315,37,0.9737216706183401
1619,42,0.9788257173040844
1619,42,0.9788257173040844
1619,42,0.9788257173040844
1622,43,0.9788805732095808
1622,43,0.9788805732095808
1687,43,0.9813310451859307
1687,43,0.9813310451859307
1687,43,0.9813310451859307
1690,44,0.9813194057664328
1710,43,0.979829997143027
1709,44,0.9819701363686556
1709,44,0.9819701363686556
1622,43,0.9788805732095808
1709,44,0.9819701363686556
1728,45,0.982383484047848
1709,44,0.9819701363686556
2364,46,0.9275173122188136
1709,44,0.9819701363686556
1710,44,0.9819662978483947
1709,44,0.9819701363686556
1709,44,0.9819701363686556
1709,44,0.9819701363686556
1686,43,0.9814496221615033
1686,44,0.9814496221615033
1686,43,0.9814496221615033
1851,44,0.985380481749932
1851,44,0.9855247666824509
1860,45,0.9854702722698676
1709,44,0.9819701363686556
1851,44,0.9855247666824509
1863,44,0.9845979258231793
1900,44,0.9874675364849771
1895,44,0.9918239041617722
1928,44,0.9939041883696994
2059,45,0.9928432794928077
2111,45,0.9863131424468567
2078,45,0.9933219083578769
2078,45,0.9933219083578769
2078,45,0.9933219083578769
2078,45,0.9933219083578769
2078,45,0.9933219083578769
2098,45,0.9931707311715969
2059,45,0.9928432794928077
2085,45,0.9932793956951506
2078,45,0.9933219083578769
2078,45,0.9933219083578769
2085,47,0.9933319133065687
2078,45,0.9933219083578769
2098,45,0.9933282813511607
2098,45,0.993440536706631
2098,46,0.993440536706631
2111,45,0.9926127193455271
2185,47,0.995754066707482
2233,49,0.9960555527503766
1709,44,0.9819701363686556
2272,50,0.9963380649043959
2280,50,0.9962828270961018
2295,51,0.9962731850482165
2283,50,0.9962340614458821
2280,50,0.9962828270961018
2280,50,0.9962828270961018
1850,44,0.9855211669376637
2277,50,0.9963082501340088
2277,51,0.9963082501340088
2277,50,0.9969332384710214
2277,50,0.9969332384710214
2277,50,0.9969332384710214
2277,50,0.9969332384710214
2287,51,0.9969723821024311
2593,57,0.9979940945507889
