block,splite,cos
23,3,0.975163266
21,3,0.990037841
49,4,0.758037539
44,3,0.956182887
155,5,0.699017625
81,5,0.833064565
21,2,0.990037841
24,2,0.949543392
21,2,0.990037841
72,5,0.982607369
60,2,0.854866219
19,2,0.944809024
42,3,0.965034982
388,9,0.389728549
21,2,0.990037841
26,2,0.956182887
23,2,0.97043119
50,3,0.957629502
54,2,0.848612313
32,3,0.903696114
25,2,0.937018962
59,6,0.799435891
117,10,0.88291033
24,2,0.960158717
38,3,0.86409876
20,2,0.922122855
21,2,0.990037841
21,4,0.990037841
197,8,0.28095725
23,2,0.970569042
24,2,0.961054823
21,2,0.990037841
21,2,0.965890577
19,2,0.796859726
23,2,0.97043119
0,1,0
21,2,0.990037841
21,2,0.990037841
21,7,0.990037841
26,2,0.943089598
21,2,0.990037841
42,8,0.789776982
105,6,0.366847134
31,2,0.941875105
46,13,0.964184557
19,2,0.944809024
24,6,0.971927393
21,2,0.990037841
141,12,0.701387846
21,2,0.990037841
45,2,0.68998669
21,2,0.990037841
51,3,0.683326381
22,2,0.989093968
40,2,0.892109418
34,2,0.853734721
24,2,0.94454534
4,3,0.676123404
25,2,0.969394671
61,2,0.837740478
50,2,0.866603332
290,33,0.521086083
25,4,0.929827541
21,2,0.990037841
38,4,0.825531242
244,17,0.952223852
78,3,0.732227495
40,3,0.970856628
51,4,0.917364945
21,2,0.990037841
21,2,0.990037841
25,2,0.917936009
21,2,0.990037841
21,2,0.990037841
26,3,0.963406072
21,2,0.990037841
21,2,0.990037841
36,2,0.795592253
27,3,0.953366437
21,2,0.990037841
17,1,0.971008312
22,3,0.98008746
21,6,0.990037841
25,3,0.96442205
23,4,0.970569042
21,2,0.990037841
22,3,0.98008746
40,2,0.741357127
23,2,0.970569042
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
21,2,0.990037841
51,2,0.80538229
24,2,0.569833682
21,2,0.990037841
21,2,0.990037841
25,2,0.934476727
30,4,0.802510638
24,2,0.908373743
24,2,0.961054823
30,12,0.937246698
225,14,0.975225368
82,2,0.695012158
42,3,0.977592876
65,3,0.912713795
22,2,0.961054823
27,2,0.934476727
22,2,0.98008746
43,3,0.976500041
28,2,0.918670803
41,3,0.833969121
38,4,0.918353687
49,4,0.571854024
26,2,0.788850882
33,4,0.593506941
20,2,0.975900073
