block,splite,cos
18,2,0.9856107606091622
18,2,0.9856107606091622
39,2,0.8904620562700123
143,6,0.8511879195216432
44,4,0.7082864948681542
24,2,0.936262410645275
55,4,0.8296506185777651
20,2,0.9322944450820391
34,3,0.8970852271450604
34,3,0.8882165115716839
18,2,0.9856107606091622
18,2,0.9856107606091622
22,2,0.9376144618769908
37,3,0.8367317658719595
26,2,0.8918825850158447
19,2,0.9714285714285714
18,2,0.9856107606091622
106,7,0.9290775819141073
32,3,0.9759000729485332
18,2,0.9856107606091622
18,2,0.9856107606091622
17,2,0.9710083124552245
32,2,0.848528137423857
24,2,0.9221228546165696
52,3,0.7530528584335475
21,2,0.9658905768325904
18,2,0.9856107606091622
20,2,0.9871352947927473
20,2,0.9048740202266851
31,2,0.8260162055644008
18,2,0.9856107606091622
30,2,0.9205101496312953
47,4,0.6954546303369781
31,3,0.8958617182905828
85,3,0.4651010492406495
18,2,0.9856107606091622
18,2,0.9856107606091622
18,2,0.9566222088265397
18,2,0.9856107606091622
18,2,0.9856107606091622
25,3,0.970569041538171
24,2,0.9224100694021362
202,20,0.9435143213862367
74,3,0.7584242699649645
32,3,0.9669875568304563
46,4,0.9669637859493743
33,2,0.9063618386459844
32,7,0.9759000729485332
18,2,0.9856107606091622
21,2,0.961571661806999
46,4,0.9669637859493743
46,4,0.9669637859493743
18,5,0.9856107606091622
18,2,0.9856107606091622
19,2,0.9714285714285714
118,5,0.7098378120707154
0,1,0
60,7,0.6948792289723034
0,2,0
20,2,0.9759000729485332
20,4,0.9578414886923188
23,2,0.8994240298291866
19,2,0.9714285714285714
18,2,0.9856107606091622
40,2,0.8635282642293323
18,2,0.9856107606091622
18,2,0.9856107606091622
33,2,0.6875839387097932
4,3,0.6761234037828132
18,3,0.9856107606091622
21,2,0.9279706720076406
22,2,0.9428473041596073
18,2,0.9856107606091622
18,2,0.9856107606091622
18,2,0.9856107606091622
21,2,0.8382932436266145
32,4,0.9759000729485332
18,2,0.9856107606091622
22,3,0.9890939683907076
18,2,0.9856107606091622
29,3,0.9242495810848892
19,2,0.7142857142857143
23,2,0.8975382514923729
32,2,0.6561743549188402
21,2,0.9448090244404383
21,2,0.9202643353333034
23,3,0.9572688422609589
18,2,0.9856107606091622
23,3,0.9128379133547567
47,4,0.9536125872940694
46,3,0.7661997093507439
22,2,0.8664002254439634
103,6,0.3349134279276701
43,3,0.8164032616999307
20,2,0.9322944450820391
31,3,0.6573421981221795
75,2,0.7946377328148689
18,2,0.9856107606091622
18,2,0.9856107606091622
18,2,0.9856107606091622
53,4,0.6501186574834742
55,4,0.9576005055735364
38,3,0.971482785150266
50,2,0.5720775535473553
48,3,0.8330806225181092
70,5,0.932183199398798
18,2,0.9856107606091622
28,3,0.9112909128371404
35,2,0.7710475249388234
40,2,0.7847060257179306
112,12,0.5348518261135362
46,2,0.9021937088963173
18,2,0.9856107606091622
54,4,0.7941225539113158
18,2,0.9856107606091622
18,4,0.9856107606091622
18,2,0.9566222088265397
28,2,0.9163419338230352
28,2,0.9163419338230352
36,3,0.973035471890234
18,2,0.9856107606091622
245,6,0.6307857375395544
21,2,0.9202643353333034
19,2,0.9170205237216019
18,2,0.9856107606091622
39,2,0.8522267985732921
38,2,0.8583325077599887
242,9,0.6648354079897993
18,2,0.9856107606091622
104,9,0.8151961614502532
141,10,0.928471497360135
92,6,0.9359301528240508
22,2,0.9683296637314885
36,3,0.9416472308615167
18,2,0.9856107606091622
33,2,0.9096115793740589
36,3,0.9416472308615167
57,4,0.9282145454897464
49,4,0.9125330165487908
31,2,0.8938204568265326
34,3,0.9583148474999098
100,3,0.5038675705194814
64,3,0.44906266315423954
82,6,0.581574910271708
42,3,0.9108865383319075
95,10,0.9818615902030148
32,3,0.9759000729485332
22,6,0.9712709956231451
19,2,0.9714285714285714
31,4,0.9683296637314885
18,2,0.9856107606091622
36,3,0.963734739535539
39,3,0.9749166565164094
45,3,0.8421781695485042
18,2,0.9856107606091622
27,2,0.9368640700305918
37,3,0.9675657727021416
46,3,0.9344767269690313
34,3,0.9433700705169153
28,2,0.9507985365695811
44,2,0.7402781788168558
33,2,0.7568639234271725
48,3,0.9200874124564722
52,4,0.9641845574081229
36,2,0.9573413513758754
35,2,0.9540650933115625
20,2,0.9888665950759702
18,2,0.9856107606091622
44,3,0.8815570640309435
18,2,0.9856107606091622
18,2,0.9856107606091622
20,2,0.9578414886923188
22,3,0.947045093930531
21,2,0.8931977372352651
22,2,0.917364944587726
65,2,0.6643638388299198
57,5,0.9282394485881126
38,3,0.9170205237216019
50,3,0.9273053168837321
28,2,0.8583325077599887
21,2,0.9202643353333034
22,2,0.9128709291752769
48,3,0.8877935232369504
18,2,0.9856107606091622
18,2,0.9856107606091622
33,3,0.9714131522945588
40,3,0.48922129360861105
18,2,0.9856107606091622
18,2,0.9856107606091622
29,2,0.6940491774014498
18,2,0.9856107606091622
22,2,0.917364944587726
16,2,0.9566807697649697
18,2,0.9856107606091622
18,2,0.9856107606091622
179,18,0.67441194639191
18,2,0.9856107606091622
18,2,0.9856107606091622
23,2,0.8590724013932584
48,3,0.8444008111343884
18,2,0.9856107606091622
17,4,0.8857142857142857
40,4,0.6520393235864733
36,3,0.6535431462939509
18,2,0.9856107606091622
60,5,0.9610990272631565
78,5,0.8458697177102558
18,2,0.9856107606091622
45,3,0.7453683021586865
19,3,0.9428571428571428
32,4,0.8970852271450606
86,5,0.8500331705159768
390,41,0.24085311399382503
18,2,0.9856107606091622
49,4,0.9648275558257341
23,2,0.9462555234916723
23,3,0.8047478161629564
15,2,0.9107651110783744
98,21,0.4317557683207729
30,3,0.9414468590684488
19,2,0.9417433124117757
20,2,0.9650349822710069
21,2,0.9751632664464014
19,2,0.9743975315293801
18,2,0.9856107606091622
31,2,0.7612020568998559
28,3,0.9516249587478259
55,3,0.8263938705413373
290,27,0.529886148654931
182,41,0.34259763148647704
83,18,0.4544769791759539
107,9,0.8043420781593037
175,13,0.563550706826815
472,90,0.2657499111639401
36,3,0.619252282479235
